Codigo;Comunidad;Provincia;Municipio;Poblacion
42020;Castilla y León               ;Soria                         ;Almazán                                                                                             ;5734
42021;Castilla y León               ;Soria                         ;Almazul                                                                                             ;84
42022;Castilla y León               ;Soria                         ;Almenar de Soria                                                                                    ;240
42023;Castilla y León               ;Soria                         ;Alpanseque                                                                                          ;70
42024;Castilla y León               ;Soria                         ;Arancón                                                                                             ;91
42025;Castilla y León               ;Soria                         ;Arcos de Jalón                                                                                      ;1661
42026;Castilla y León               ;Soria                         ;Arenillas                                                                                           ;29
42027;Castilla y León               ;Soria                         ;Arévalo de la Sierra                                                                                ;76
42028;Castilla y León               ;Soria                         ;Ausejo de la Sierra                                                                                 ;84
42029;Castilla y León               ;Soria                         ;Baraona                                                                                             ;163
42030;Castilla y León               ;Soria                         ;Barca                                                                                               ;108
42031;Castilla y León               ;Soria                         ;Barcones                                                                                            ;25
42032;Castilla y León               ;Soria                         ;Bayubas de Abajo                                                                                    ;157
42033;Castilla y León               ;Soria                         ;Bayubas de Arriba                                                                                   ;52
42034;Castilla y León               ;Soria                         ;Beratón                                                                                             ;37
42035;Castilla y León               ;Soria                         ;Berlanga de Duero                                                                                   ;943
42036;Castilla y León               ;Soria                         ;Blacos                                                                                              ;50
42037;Castilla y León               ;Soria                         ;Bliecos                                                                                             ;37
42038;Castilla y León               ;Soria                         ;Borjabad                                                                                            ;35
42039;Castilla y León               ;Soria                         ;Borobia                                                                                             ;258
42041;Castilla y León               ;Soria                         ;Buberos                                                                                             ;36
42042;Castilla y León               ;Soria                         ;Buitrago                                                                                            ;60
42043;Castilla y León               ;Soria                         ;Burgo de Osma-Ciudad de Osma                                                                        ;5066
42044;Castilla y León               ;Soria                         ;Cabrejas del Campo                                                                                  ;60
42045;Castilla y León               ;Soria                         ;Cabrejas del Pinar                                                                                  ;376
42046;Castilla y León               ;Soria                         ;Calatañazor                                                                                         ;55
42048;Castilla y León               ;Soria                         ;Caltojar                                                                                            ;65
42049;Castilla y León               ;Soria                         ;Candilichera                                                                                        ;127
42050;Castilla y León               ;Soria                         ;Cañamaque                                                                                           ;36
42051;Castilla y León               ;Soria                         ;Carabantes                                                                                          ;22
42052;Castilla y León               ;Soria                         ;Caracena                                                                                            ;15
42053;Castilla y León               ;Soria                         ;Carrascosa de Abajo                                                                                 ;28
42054;Castilla y León               ;Soria                         ;Carrascosa de la Sierra                                                                             ;20
42055;Castilla y León               ;Soria                         ;Casarejos                                                                                           ;185
42056;Castilla y León               ;Soria                         ;Castilfrío de la Sierra                                                                             ;29
42057;Castilla y León               ;Soria                         ;Castilruiz                                                                                          ;197
42058;Castilla y León               ;Soria                         ;Castillejo de Robledo                                                                               ;115
42059;Castilla y León               ;Soria                         ;Centenera de Andaluz                                                                                ;21
42060;Castilla y León               ;Soria                         ;Cerbón                                                                                              ;33
42061;Castilla y León               ;Soria                         ;Cidones                                                                                             ;333
42062;Castilla y León               ;Soria                         ;Cigudosa                                                                                            ;28
42063;Castilla y León               ;Soria                         ;Cihuela                                                                                             ;58
42064;Castilla y León               ;Soria                         ;Ciria                                                                                               ;93
42065;Castilla y León               ;Soria                         ;Cirujales del Río                                                                                   ;23
42068;Castilla y León               ;Soria                         ;Coscurita                                                                                           ;92
42069;Castilla y León               ;Soria                         ;Covaleda                                                                                            ;1779
42070;Castilla y León               ;Soria                         ;Cubilla                                                                                             ;40
42071;Castilla y León               ;Soria                         ;Cubo de la Solana                                                                                   ;193
42073;Castilla y León               ;Soria                         ;Cueva de Ágreda                                                                                     ;77
42075;Castilla y León               ;Soria                         ;Dévanos                                                                                             ;92
42076;Castilla y León               ;Soria                         ;Deza                                                                                                ;242
42078;Castilla y León               ;Soria                         ;Duruelo de la Sierra                                                                                ;1175
42079;Castilla y León               ;Soria                         ;Escobosa de Almazán                                                                                 ;28
42080;Castilla y León               ;Soria                         ;Espeja de San Marcelino                                                                             ;173
42081;Castilla y León               ;Soria                         ;Espejón                                                                                             ;188
42082;Castilla y León               ;Soria                         ;Estepa de San Juan                                                                                  ;7
42083;Castilla y León               ;Soria                         ;Frechilla de Almazán                                                                                ;24
42084;Castilla y León               ;Soria                         ;Fresno de Caracena                                                                                  ;26
42085;Castilla y León               ;Soria                         ;Fuentearmegil                                                                                       ;197
42086;Castilla y León               ;Soria                         ;Fuentecambrón                                                                                       ;41
42087;Castilla y León               ;Soria                         ;Fuentecantos                                                                                        ;53
42088;Castilla y León               ;Soria                         ;Fuentelmonge                                                                                        ;76
42089;Castilla y León               ;Soria                         ;Fuentelsaz de Soria                                                                                 ;59
42090;Castilla y León               ;Soria                         ;Fuentepinilla                                                                                       ;97
42092;Castilla y León               ;Soria                         ;Fuentes de Magaña                                                                                   ;75
42093;Castilla y León               ;Soria                         ;Fuentestrún                                                                                         ;50
42094;Castilla y León               ;Soria                         ;Garray                                                                                              ;702
42095;Castilla y León               ;Soria                         ;Golmayo                                                                                             ;2484
42096;Castilla y León               ;Soria                         ;Gómara                                                                                              ;335
42097;Castilla y León               ;Soria                         ;Gormaz                                                                                              ;28
42098;Castilla y León               ;Soria                         ;Herrera de Soria                                                                                    ;11
42100;Castilla y León               ;Soria                         ;Hinojosa del Campo                                                                                  ;32
42103;Castilla y León               ;Soria                         ;Langa de Duero                                                                                      ;756
42105;Castilla y León               ;Soria                         ;Liceras                                                                                             ;57
42106;Castilla y León               ;Soria                         ;La Losilla                                                                                          ;16
42107;Castilla y León               ;Soria                         ;Magaña                                                                                              ;87
42108;Castilla y León               ;Soria                         ;Maján                                                                                               ;13
42110;Castilla y León               ;Soria                         ;Matalebreras                                                                                        ;77
42111;Castilla y León               ;Soria                         ;Matamala de Almazán                                                                                 ;329
42113;Castilla y León               ;Soria                         ;Medinaceli                                                                                          ;732
42115;Castilla y León               ;Soria                         ;Miño de Medinaceli                                                                                  ;76
42116;Castilla y León               ;Soria                         ;Miño de San Esteban                                                                                 ;53
42117;Castilla y León               ;Soria                         ;Molinos de Duero                                                                                    ;178
42118;Castilla y León               ;Soria                         ;Momblona                                                                                            ;23
42119;Castilla y León               ;Soria                         ;Monteagudo de las Vicarías                                                                          ;218
42120;Castilla y León               ;Soria                         ;Montejo de Tiermes                                                                                  ;174
42121;Castilla y León               ;Soria                         ;Montenegro de Cameros                                                                               ;70
42123;Castilla y León               ;Soria                         ;Morón de Almazán                                                                                    ;216
42124;Castilla y León               ;Soria                         ;Muriel de la Fuente                                                                                 ;66
42125;Castilla y León               ;Soria                         ;Muriel Viejo                                                                                        ;98
42127;Castilla y León               ;Soria                         ;Nafría de Ucero                                                                                     ;39
42128;Castilla y León               ;Soria                         ;Narros                                                                                              ;42
42129;Castilla y León               ;Soria                         ;Navaleno                                                                                            ;832
42130;Castilla y León               ;Soria                         ;Nepas                                                                                               ;60
42131;Castilla y León               ;Soria                         ;Nolay                                                                                               ;57
42132;Castilla y León               ;Soria                         ;Noviercas                                                                                           ;158
42134;Castilla y León               ;Soria                         ;Ólvega                                                                                              ;3715
42135;Castilla y León               ;Soria                         ;Oncala                                                                                              ;82
42139;Castilla y León               ;Soria                         ;Pinilla del Campo                                                                                   ;23
42140;Castilla y León               ;Soria                         ;Portillo de Soria                                                                                   ;15
42141;Castilla y León               ;Soria                         ;La Póveda de Soria                                                                                  ;115
42142;Castilla y León               ;Soria                         ;Pozalmuro                                                                                           ;68
42144;Castilla y León               ;Soria                         ;Quintana Redonda                                                                                    ;507
42145;Castilla y León               ;Soria                         ;Quintanas de Gormaz                                                                                 ;149
42148;Castilla y León               ;Soria                         ;Quiñonería                                                                                          ;9
42149;Castilla y León               ;Soria                         ;Los Rábanos                                                                                         ;507
42151;Castilla y León               ;Soria                         ;Rebollar                                                                                            ;39
42152;Castilla y León               ;Soria                         ;Recuerda                                                                                            ;93
42153;Castilla y León               ;Soria                         ;Rello                                                                                               ;17
42154;Castilla y León               ;Soria                         ;Renieblas                                                                                           ;102
42155;Castilla y León               ;Soria                         ;Retortillo de Soria                                                                                 ;182
42156;Castilla y León               ;Soria                         ;Reznos                                                                                              ;33
42157;Castilla y León               ;Soria                         ;La Riba de Escalote                                                                                 ;16
42158;Castilla y León               ;Soria                         ;Rioseco de Soria                                                                                    ;131
42159;Castilla y León               ;Soria                         ;Rollamienta                                                                                         ;39
42160;Castilla y León               ;Soria                         ;El Royo                                                                                             ;305
42161;Castilla y León               ;Soria                         ;Salduero                                                                                            ;155
42162;Castilla y León               ;Soria                         ;San Esteban de Gormaz                                                                               ;3070
42163;Castilla y León               ;Soria                         ;San Felices                                                                                         ;55
42164;Castilla y León               ;Soria                         ;San Leonardo de Yagüe                                                                               ;2164
42165;Castilla y León               ;Soria                         ;San Pedro Manrique                                                                                  ;594
42166;Castilla y León               ;Soria                         ;Santa Cruz de Yanguas                                                                               ;67
42167;Castilla y León               ;Soria                         ;Santa María de Huerta                                                                               ;319
42168;Castilla y León               ;Soria                         ;Santa María de las Hoyas                                                                            ;119
42171;Castilla y León               ;Soria                         ;Serón de Nágima                                                                                     ;135
42172;Castilla y León               ;Soria                         ;Soliedra                                                                                            ;36
42173;Castilla y León               ;Soria                         ;Soria                                                                                               ;39168
42174;Castilla y León               ;Soria                         ;Sotillo del Rincón                                                                                  ;198
42175;Castilla y León               ;Soria                         ;Suellacabras                                                                                        ;25
42176;Castilla y León               ;Soria                         ;Tajahuerce                                                                                          ;30
42177;Castilla y León               ;Soria                         ;Tajueco                                                                                             ;79
42178;Castilla y León               ;Soria                         ;Talveila                                                                                            ;133
42181;Castilla y León               ;Soria                         ;Tardelcuende                                                                                        ;450
42182;Castilla y León               ;Soria                         ;Taroda                                                                                              ;51
42183;Castilla y León               ;Soria                         ;Tejado                                                                                              ;125
42184;Castilla y León               ;Soria                         ;Torlengua                                                                                           ;71
42185;Castilla y León               ;Soria                         ;Torreblacos                                                                                         ;26
42187;Castilla y León               ;Soria                         ;Torrubia de Soria                                                                                   ;75
42188;Castilla y León               ;Soria                         ;Trévago                                                                                             ;55
42189;Castilla y León               ;Soria                         ;Ucero                                                                                               ;61
42190;Castilla y León               ;Soria                         ;Vadillo                                                                                             ;116
42191;Castilla y León               ;Soria                         ;Valdeavellano de Tera                                                                               ;203
42192;Castilla y León               ;Soria                         ;Valdegeña                                                                                           ;43
42193;Castilla y León               ;Soria                         ;Valdelagua del Cerro                                                                                ;14
42194;Castilla y León               ;Soria                         ;Valdemaluque                                                                                        ;189
42195;Castilla y León               ;Soria                         ;Valdenebro                                                                                          ;119
42196;Castilla y León               ;Soria                         ;Valdeprado                                                                                          ;14
42197;Castilla y León               ;Soria                         ;Valderrodilla                                                                                       ;79
42198;Castilla y León               ;Soria                         ;Valtajeros                                                                                          ;23
42200;Castilla y León               ;Soria                         ;Velamazán                                                                                           ;85
42201;Castilla y León               ;Soria                         ;Velilla de la Sierra                                                                                ;25
42202;Castilla y León               ;Soria                         ;Velilla de los Ajos                                                                                 ;25
42204;Castilla y León               ;Soria                         ;Viana de Duero                                                                                      ;59
42205;Castilla y León               ;Soria                         ;Villaciervos                                                                                        ;95
42206;Castilla y León               ;Soria                         ;Villanueva de Gormaz                                                                                ;8
42207;Castilla y León               ;Soria                         ;Villar del Ala                                                                                      ;51
42208;Castilla y León               ;Soria                         ;Villar del Campo                                                                                    ;22
42209;Castilla y León               ;Soria                         ;Villar del Río                                                                                      ;159
42211;Castilla y León               ;Soria                         ;Los Villares de Soria                                                                               ;91
42212;Castilla y León               ;Soria                         ;Villasayas                                                                                          ;78
42213;Castilla y León               ;Soria                         ;Villaseca de Arciel                                                                                 ;38
42215;Castilla y León               ;Soria                         ;Vinuesa                                                                                             ;938
42216;Castilla y León               ;Soria                         ;Vizmanos                                                                                            ;27
42217;Castilla y León               ;Soria                         ;Vozmediano                                                                                          ;37
42218;Castilla y León               ;Soria                         ;Yanguas                                                                                             ;107
42219;Castilla y León               ;Soria                         ;Yelo                                                                                                ;46
47001;Castilla y León               ;Valladolid                    ;Adalia                                                                                              ;59
47002;Castilla y León               ;Valladolid                    ;Aguasal                                                                                             ;26
47003;Castilla y León               ;Valladolid                    ;Aguilar de Campos                                                                                   ;284
47004;Castilla y León               ;Valladolid                    ;Alaejos                                                                                             ;1418
47005;Castilla y León               ;Valladolid                    ;Alcazarén                                                                                           ;693
47006;Castilla y León               ;Valladolid                    ;Aldea de San Miguel                                                                                 ;227
47007;Castilla y León               ;Valladolid                    ;Aldeamayor de San Martín                                                                            ;4968
47008;Castilla y León               ;Valladolid                    ;Almenara de Adaja                                                                                   ;31
47009;Castilla y León               ;Valladolid                    ;Amusquillo                                                                                          ;109
47010;Castilla y León               ;Valladolid                    ;Arroyo de la Encomienda                                                                             ;18491
47011;Castilla y León               ;Valladolid                    ;Ataquines                                                                                           ;596
47012;Castilla y León               ;Valladolid                    ;Bahabón                                                                                             ;131
47013;Castilla y León               ;Valladolid                    ;Barcial de la Loma                                                                                  ;110
47014;Castilla y León               ;Valladolid                    ;Barruelo del Valle                                                                                  ;67
47015;Castilla y León               ;Valladolid                    ;Becilla de Valderaduey                                                                              ;265
47016;Castilla y León               ;Valladolid                    ;Benafarces                                                                                          ;80
47017;Castilla y León               ;Valladolid                    ;Bercero                                                                                             ;218
47018;Castilla y León               ;Valladolid                    ;Berceruelo                                                                                          ;37
47019;Castilla y León               ;Valladolid                    ;Berrueces                                                                                           ;99
47020;Castilla y León               ;Valladolid                    ;Bobadilla del Campo                                                                                 ;311
47021;Castilla y León               ;Valladolid                    ;Bocigas                                                                                             ;86
47022;Castilla y León               ;Valladolid                    ;Bocos de Duero                                                                                      ;57
47023;Castilla y León               ;Valladolid                    ;Boecillo                                                                                            ;4016
47024;Castilla y León               ;Valladolid                    ;Bolaños de Campos                                                                                   ;347
47025;Castilla y León               ;Valladolid                    ;Brahojos de Medina                                                                                  ;129
47026;Castilla y León               ;Valladolid                    ;Bustillo de Chaves                                                                                  ;91
47027;Castilla y León               ;Valladolid                    ;Cabezón de Pisuerga                                                                                 ;3605
47028;Castilla y León               ;Valladolid                    ;Cabezón de Valderaduey                                                                              ;35
47029;Castilla y León               ;Valladolid                    ;Cabreros del Monte                                                                                  ;67
47030;Castilla y León               ;Valladolid                    ;Campaspero                                                                                          ;1141
47031;Castilla y León               ;Valladolid                    ;El Campillo                                                                                         ;223
47032;Castilla y León               ;Valladolid                    ;Camporredondo                                                                                       ;166
47033;Castilla y León               ;Valladolid                    ;Canalejas de Peñafiel                                                                               ;264
47034;Castilla y León               ;Valladolid                    ;Canillas de Esgueva                                                                                 ;82
47035;Castilla y León               ;Valladolid                    ;Carpio                                                                                              ;1057
47036;Castilla y León               ;Valladolid                    ;Casasola de Arión                                                                                   ;275
47037;Castilla y León               ;Valladolid                    ;Castrejón de Trabancos                                                                              ;194
47038;Castilla y León               ;Valladolid                    ;Castrillo de Duero                                                                                  ;133
47039;Castilla y León               ;Valladolid                    ;Castrillo-Tejeriego                                                                                 ;197
47040;Castilla y León               ;Valladolid                    ;Castrobol                                                                                           ;66
47041;Castilla y León               ;Valladolid                    ;Castrodeza                                                                                          ;176
47042;Castilla y León               ;Valladolid                    ;Castromembibre                                                                                      ;65
47043;Castilla y León               ;Valladolid                    ;Castromonte                                                                                         ;321
47044;Castilla y León               ;Valladolid                    ;Castronuevo de Esgueva                                                                              ;393
47045;Castilla y León               ;Valladolid                    ;Castronuño                                                                                          ;889
47046;Castilla y León               ;Valladolid                    ;Castroponce                                                                                         ;144
47047;Castilla y León               ;Valladolid                    ;Castroverde de Cerrato                                                                              ;233
47048;Castilla y León               ;Valladolid                    ;Ceinos de Campos                                                                                    ;247
47049;Castilla y León               ;Valladolid                    ;Cervillego de la Cruz                                                                               ;95
47050;Castilla y León               ;Valladolid                    ;Cigales                                                                                             ;5071
47051;Castilla y León               ;Valladolid                    ;Ciguñuela                                                                                           ;390
47052;Castilla y León               ;Valladolid                    ;Cistérniga                                                                                          ;8789
47053;Castilla y León               ;Valladolid                    ;Cogeces de Íscar                                                                                    ;142
47054;Castilla y León               ;Valladolid                    ;Cogeces del Monte                                                                                   ;727
47055;Castilla y León               ;Valladolid                    ;Corcos                                                                                              ;216
47056;Castilla y León               ;Valladolid                    ;Corrales de Duero                                                                                   ;85
47057;Castilla y León               ;Valladolid                    ;Cubillas de Santa Marta                                                                             ;296
47058;Castilla y León               ;Valladolid                    ;Cuenca de Campos                                                                                    ;243
47059;Castilla y León               ;Valladolid                    ;Curiel de Duero                                                                                     ;111
47060;Castilla y León               ;Valladolid                    ;Encinas de Esgueva                                                                                  ;279
47061;Castilla y León               ;Valladolid                    ;Esguevillas de Esgueva                                                                              ;283
47062;Castilla y León               ;Valladolid                    ;Fombellida                                                                                          ;185
47063;Castilla y León               ;Valladolid                    ;Fompedraza                                                                                          ;118
47064;Castilla y León               ;Valladolid                    ;Fontihoyuelo                                                                                        ;33
47065;Castilla y León               ;Valladolid                    ;Fresno el Viejo                                                                                     ;946
47066;Castilla y León               ;Valladolid                    ;Fuensaldaña                                                                                         ;1518
47067;Castilla y León               ;Valladolid                    ;Fuente el Sol                                                                                       ;181
47068;Castilla y León               ;Valladolid                    ;Fuente-Olmedo                                                                                       ;42
47069;Castilla y León               ;Valladolid                    ;Gallegos de Hornija                                                                                 ;137
47070;Castilla y León               ;Valladolid                    ;Gatón de Campos                                                                                     ;44
47071;Castilla y León               ;Valladolid                    ;Geria                                                                                               ;519
47073;Castilla y León               ;Valladolid                    ;Herrín de Campos                                                                                    ;129
47074;Castilla y León               ;Valladolid                    ;Hornillos de Eresma                                                                                 ;169
47075;Castilla y León               ;Valladolid                    ;Íscar                                                                                               ;6536
47076;Castilla y León               ;Valladolid                    ;Laguna de Duero                                                                                     ;22601
47077;Castilla y León               ;Valladolid                    ;Langayo                                                                                             ;268
47078;Castilla y León               ;Valladolid                    ;Lomoviejo                                                                                           ;185
47079;Castilla y León               ;Valladolid                    ;Llano de Olmedo                                                                                     ;67
47080;Castilla y León               ;Valladolid                    ;Manzanillo                                                                                          ;49
47081;Castilla y León               ;Valladolid                    ;Marzales                                                                                            ;52
47082;Castilla y León               ;Valladolid                    ;Matapozuelos                                                                                        ;1016
47083;Castilla y León               ;Valladolid                    ;Matilla de los Caños                                                                                ;94
47084;Castilla y León               ;Valladolid                    ;Mayorga                                                                                             ;1689
47085;Castilla y León               ;Valladolid                    ;Medina del Campo                                                                                    ;21110
47086;Castilla y León               ;Valladolid                    ;Medina de Rioseco                                                                                   ;4821
47087;Castilla y León               ;Valladolid                    ;Megeces                                                                                             ;447
47088;Castilla y León               ;Valladolid                    ;Melgar de Abajo                                                                                     ;115
47089;Castilla y León               ;Valladolid                    ;Melgar de Arriba                                                                                    ;181
47090;Castilla y León               ;Valladolid                    ;Mojados                                                                                             ;3135
47091;Castilla y León               ;Valladolid                    ;Monasterio de Vega                                                                                  ;90
47092;Castilla y León               ;Valladolid                    ;Montealegre de Campos                                                                               ;127
47093;Castilla y León               ;Valladolid                    ;Montemayor de Pililla                                                                               ;918
